Review,POSITIVE 
"Wish I didnâ€™t update it""",NEGATIVE
"""Tried it about 8 times. Doesnâ€™t seem to work about half of the time.",NEGATIVE
"When it works its fine.""",POSITIVE
Great when it works but has failed 50% of the time for me.,NEGATIVE
Spent almost half an hour trying to add payment card and then had the app login suspended. What a waste of time.,NEGATIVE
"""App takes too long (so long sometimes I just cancel) to login, errors too often when choosing a pump or location, very unreliable.",NEGATIVE
,POSITIVE
"What's the point if you end up just paying for fuel at the till as the app works so infrequently.""",NEGATIVE
Continually blocks my bank card as it removes the same amount every single time Â£100. More hassle than saving me time to be honest!,NEGATIVE
"I was told to get this app to start collecting rewards because the nectar points have stopped, only to find out that the new rewards system is not set up yet. Canâ€™t understand why the new system was arranged before the old system was cancelled.",NEGATIVE
"This app is suppose to make your life easier. It did not work well when I used it. Took about 10 minutes acknowledge my request whilst I sat in my car. Then I requested Â£30 of fuel, it gave me less even though there was capacity for more. In the end I had customers queuing up behind me. Also not very transparent. Why wonâ€™t the app give me fuel prices when looking for a pump nearby!! Just another way of a multinational collecting data on its customers!!",NEGATIVE
"Download the app at the weekend. First of all it didnâ€™t find any BP stations near me, including the one 350m from my home. Drove down and tried to use the pay facility. It wouldnâ€™t connect and kept timing out. After the chap behind pressed his horn a few time I apologised and paid the old fashioned way. App deleted now so back to my Tesco card for payments.",NEGATIVE
Canâ€™t log on say â€˜unknown errorâ€™,NEGATIVE
"This app donâ€™t work. No point in rewards concept when basics donâ€™t work. Time and time again itâ€™s left me at the pump in limbo, stood there waiting for it to release pump but nothing happens. Embarrassing when cars waiting. Even feedback review doesnâ€™t work either. Iâ€™ll stick to the red and yellow garages from now on.",NEGATIVE
Add support for wallet passbook on iOS,POSITIVE
Been using app since first release and in the main works well but only time I use is obviously when in the car where I have Apple Car play - any plans on making compatible so can use through car play?,POSITIVE
This was brilliant until you ditched nectar. Esso here I come!,NEGATIVE
"""Trying to load my card. Tried scanning and manually entering but keeps saying â€œcanâ€™t contact your bankâ€�. ",NEGATIVE
"... nice try BP but Iâ€™ll just pay by card at the till.""",NEGATIVE
"""Tried using it today for the first! ",POSITIVE
"It didnâ€™t then said the bank has refused my card, then then bank blocked my card grrrrr",NEGATIVE
"Yes really easy not !!!""",POSITIVE
"""So Iâ€™ve signed up, received an email, clicked on the link to enter a password.... and it takes me back to the â€˜sign upâ€™ page again (which then crashes when you try to sign up again)",NEGATIVE
"Really not impressed.""",NEGATIVE
"Downloaded it, tried to set up an account and the whole app froze. Donâ€™t bother.",NEGATIVE
Absolutely awful app. Now no nectar points. Esso for me from now on!!,NEGATIVE
"""Registering online generates an account fine, but when it then points you to download the payment app too, the app tries to generate another account instead of connecting with the existing email ID. ",NEGATIVE
,POSITIVE
"Once in the app, the map has no issue seeing your phone and surrounding stations (2 min drive) but the app itself says â€œHmm you donâ€™t seem to be near a stationâ€� whether on wireless or cellular! It repeatedly apologises saying itâ€™ll work next time you login but restarting and rebooting failed to get a different result.",NEGATIVE
,POSITIVE
"Probably better to use an app that shows petrol price comparisons or all stations rather than to be brand-loyal. Like a lot of apps they want lots of your data but functionality isnâ€™t there yet.""",NEGATIVE
I have a new bp card which I wish to register for points only to use in the shop and when I buy fuel. I do not wish to enter my bank card details to use pay by the app at the pump.  It is not letting me proceed to the rewards section without entering these details and tells me my registration is not complete and try again when I next log in.  Guess what when you log back it still tells you your registration is not complete. What a con having to enter your bank card details before you can collect points for rewards.,NEGATIVE
Downloaded app after setting up an account. When I try to log in using all my details it just keeps saying â€˜account already registered with this email addressâ€™. So annoying as it just wonâ€™t let me log in... given up!!!,NEGATIVE
Constantly says update app no update app available when it goes eventually open takes forever to load,NEGATIVE
"Registered yesterday, received verification email, the link doesnâ€™t work, the help desk email address provided does not work, cannot set up anything on the app. Stuck in a loop of apologies for not working.... rubbish",NEGATIVE
"The link to verify my email doesnâ€™t work and the app becomes stuck in a loop, cannot register and cannot use the app.",NEGATIVE
It says it â€œwill only take a jiffyâ€� to register. Iâ€™ve been wasting over an hour trying so far. Tried phoning them but kept on hold for ages so I hung up. Total waste of time for nothing,NEGATIVE
"""Needs a lot of work.",NEGATIVE
No option to create a password when registering??,NEGATIVE
Wonâ€™t let you link your reward card after following the simple instructions.,NEGATIVE
Has not registered any points on my card after Â£40.00 of diesel in my car.,NEGATIVE
"Register today for 250 points hahaha NOTHING???""",NEGATIVE
After aktualization i can't log inðŸ˜’,NEGATIVE
"""App worked really well at first but for last 3 weeks it will not select the pump and sends error messages.  It could work so much better if the bugs were fixed and staff trained better.",NEGATIVE
,POSITIVE
Only one garage has the app facility within my area and the staff have little knowledge on the app. They blamed the network there end to start with and today they told me there is a new app to download which if there is I canâ€™t see it and then why is this bp app still available to download if there is a new app! Iâ€™m guessing there is no new app and the bp staff did not know what she was taking about!,NEGATIVE
